5.765201847989176898e+00,1.252606791451239674e-08,5.603890492171975369e-09,8.498465094399823561e-02,2.125445349173072611e-09,1.532024974426846169e-18,-8.858559293391215256e-34,-8.013605083912321109e-09,0.000000000000000000e+00,0.000000000000000000e+00
1.252606791451239674e-08,3.760456391003179188e+00,2.387499553498652360e-09,1.013125913983032866e+00,3.786783409328366791e-10,3.013221635509201415e-16,4.527532760777393640e-32,-9.921331552592792028e-10,0.000000000000000000e+00,0.000000000000000000e+00
5.603890492171975369e-09,2.387499553498652360e-09,4.252276343749969989e+00,5.067809999985763980e-01,3.658185571930225932e-10,5.685288198125104486e-16,6.923357727378572293e-32,-1.189434165555222591e-09,0.000000000000000000e+00,0.000000000000000000e+00
8.498465094399823561e-02,1.013125913983032866e+00,5.067809999985763980e-01,1.259014206636881461e+00,1.820372587005526233e-01,-3.185992903275305561e-17,1.374518677231802894e-32,-4.557020585272333890e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.125445349173072611e-09,3.786783409328366791e-10,3.658185571930225932e-10,1.820372587005526233e-01,3.972425664974719606e+00,-3.614298081050494444e-15,-2.047526070614220330e-31,-1.101655193007814539e-10,0.000000000000000000e+00,0.000000000000000000e+00
1.532024974426846169e-18,3.013221635509201415e-16,5.685288198125104486e-16,-3.185992903275305561e-17,-3.614298081050494444e-15,5.593890797902418832e+00,4.120247102641760352e-16,4.912760373990420411e-17,0.000000000000000000e+00,0.000000000000000000e+00
-8.858559293391215256e-34,4.527532760777393640e-32,6.923357727378572293e-32,1.374518677231802894e-32,-2.047526070614220330e-31,4.120247102641760352e-16,3.738296466289247277e+00,-6.247206360975204084e-34,0.000000000000000000e+00,0.000000000000000000e+00
-8.013605083912321109e-09,-9.921331552592792028e-10,-1.189434165555222591e-09,-4.557020585272333890e-01,-1.101655193007814539e-10,4.912760373990420411e-17,-6.247206360975204084e-34,2.631394995734866793e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.731379301497545153e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.798391416399412357e+00
