6.211003556549462346e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.949646620799796892e+00,2.589303895863221870e-15,-7.588027928769809620e-16,-9.645792271128863587e-16,-1.780596861534319231e-16,7.964152083300523691e-18,3.021222254281600602e-32,-9.934954218666571384e-49,-8.073536271827409815e-16
0.000000000000000000e+00,2.589303895863221870e-15,4.712574295902532739e+00,3.188606500526009491e-16,1.670335051610766794e-16,3.013886474405734312e-16,1.042919816970646552e-15,4.026374668772553193e-31,-5.434587311601087665e-48,-3.020374046034098899e-16
0.000000000000000000e+00,-7.588027928769809620e-16,3.188606500526009491e-16,3.555609987702720964e+00,-1.806830047005825168e-03,2.672421244933907980e-01,-1.133642130827227595e-30,-7.583303619670321033e-46,6.125251518821963636e-63,-6.146194664324866608e-13
0.000000000000000000e+00,-9.645792271128863587e-16,1.670335051610766794e-16,-1.806830047005825168e-03,2.308482497312617010e+00,7.273850244644817220e-01,-7.598692434529462699e-31,-6.080352520400006520e-46,3.914269093807616367e-63,-3.915756607852927118e-13
0.000000000000000000e+00,-1.780596861534319231e-16,3.013886474405734312e-16,2.672421244933907980e-01,7.273850244644817220e-01,2.166009583596759214e+00,-6.461221876445041098e-31,-5.075968645911924145e-46,2.317148274021583039e-63,-4.925234775487506989e-01
0.000000000000000000e+00,7.964152083300523691e-18,1.042919816970646552e-15,-1.133642130827227595e-30,-7.598692434529462699e-31,-6.461221876445041098e-31,3.948655969798780863e+00,1.424173931656677428e-15,-2.617972451114460213e-32,-3.792109218751354812e-31
0.000000000000000000e+00,3.021222254281600602e-32,4.026374668772553193e-31,-7.583303619670321033e-46,-6.080352520400006520e-46,-5.075968645911924145e-46,1.424173931656677428e-15,6.413909187919680122e+00,8.058579040752916706e-32,-3.405740085610288897e-46
0.000000000000000000e+00,-9.934954218666571384e-49,-5.434587311601087665e-48,6.125251518821963636e-63,3.914269093807616367e-63,2.317148274021583039e-63,-2.617972451114460213e-32,8.058579040752916706e-32,2.762397617218522949e+00,4.117312044101399452e-63
0.000000000000000000e+00,-8.073536271827409815e-16,-3.020374046034098899e-16,-6.146194664324866608e-13,-3.915756607852927118e-13,-4.925234775487506989e-01,-3.792109218751354812e-31,-3.405740085610288897e-46,4.117312044101399452e-63,3.256512083203507046e+00
