5.106962546775180911e+00,1.705663842291705113e-08,1.011016746020004898e-08,5.848455808965589281e-02,1.396581848089528479e-09,9.029251694706777391e-20,-6.710281425987685429e-20,-1.129325147087629714e-08,7.614033964951916200e-10,0.000000000000000000e+00
1.705663842291705113e-08,2.646797534751930137e+00,-4.011923020194459455e-01,7.604374646113856162e-01,-5.297557407786354352e-11,-1.131035943144426217e-16,1.904429117898806142e-17,1.960634322067936197e-01,4.008439633143677657e-09,0.000000000000000000e+00
1.011016746020004898e-08,-4.011923020194459455e-01,3.884997792107679260e+00,6.075366675358120361e-01,8.098126345047626978e-10,1.046853342922132221e-16,-1.028116480473851586e-16,-8.628958285933835689e-09,2.260542266951091374e-09,0.000000000000000000e+00
5.848455808965589281e-02,7.604374646113856162e-01,6.075366675358120361e-01,1.205526012614018594e+00,5.889743851325934115e-02,-6.083176268247139821e-18,-2.401162772190555020e-17,-3.631171369722592246e-01,-8.542595764567128842e-09,0.000000000000000000e+00
1.396581848089528479e-09,-5.297557407786354352e-11,8.098126345047626978e-10,5.889743851325934115e-02,2.769418042727317175e+00,1.351422564029584246e-15,-1.694855094339266661e-16,7.390561491168558261e-02,6.294263185870465897e-10,0.000000000000000000e+00
9.029251694706777391e-20,-1.131035943144426217e-16,1.046853342922132221e-16,-6.083176268247139821e-18,1.351422564029584246e-15,4.661902809774651324e+00,-1.677434232343293325e-15,1.420225115371952204e-16,6.678829840116989581e-16,0.000000000000000000e+00
-6.710281425987685429e-20,1.904429117898806142e-17,-1.028116480473851586e-16,-2.401162772190555020e-17,-1.694855094339266661e-16,-1.677434232343293325e-15,3.150225036234414411e+00,1.300068778118386408e-17,1.272757367379343802e-16,0.000000000000000000e+00
-1.129325147087629714e-08,1.960634322067936197e-01,-8.628958285933835689e-09,-3.631171369722592246e-01,7.390561491168558261e-02,1.420225115371952204e-16,1.300068778118386408e-17,1.977667166086748418e+00,2.351944482080099152e-01,0.000000000000000000e+00
7.614033964951916200e-10,4.008439633143677657e-09,2.260542266951091374e-09,-8.542595764567128842e-09,6.294263185870465897e-10,6.678829840116989581e-16,1.272757367379343802e-16,2.351944482080099152e-01,4.011831620281962607e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.836813505269632607e+00
